/data1/zhaoshiyu/cocofun_normal/002106/snap_img_10013.jpeg	0	1	[[0.15934398770332336, 0.13350750505924225, 0.7071208953857422, 2.761932773864828e-05]]	[[0.16080185770988464, 0.2702382802963257, 0.5689566731452942, 3.195856152160559e-06]]
/data1/zhaoshiyu/cocofun_normal/002476/snap_img_10010.jpeg	0	2	[[9.289853153404692e-08, 0.007395806722342968, 0.9925767779350281, 2.727948776737321e-05]]	[[1.4633268392572063e-06, 0.5542707443237305, 0.4447207450866699, 0.001007020240649581]]
/data1/zhaoshiyu/cocofun_normal/000665/snap_img_20000.jpeg	0	2	[[1.2858232366852462e-05, 0.05463818833231926, 0.9453489780426025, 2.4327049263916933e-09]]	[[2.6660165531211533e-05, 0.8510174751281738, 0.14895586669445038, 1.3994553071938753e-08]]
/data1/zhaoshiyu/cocofun_normal/000665/snap_img_10015.jpeg	0	1	[[8.14954109955579e-05, 0.01681731455028057, 0.9831011891365051, 1.3295178846739475e-10]]	[[0.001322479103691876, 0.4076152741909027, 0.5910622477531433, 1.0147133827631549e-10]]
/data1/zhaoshiyu/cocofun_normal/000665/snap_img_10001.jpeg	0	2	[[4.4943638499717053e-07, 0.09346169233322144, 0.9065378308296204, 1.541813443410589e-12]]	[[2.4215769371949136e-05, 0.7999581694602966, 0.20001758635044098, 1.0531937821856019e-10]]
/data1/zhaoshiyu/cocofun_normal/004471/snap_img_10010.jpeg	0	1	[[1.6071346180979162e-05, 0.015794940292835236, 0.984188973903656, 3.026671580030893e-09]]	[[0.0013490120181813836, 0.3801688551902771, 0.6184821128845215, 9.603494000032242e-09]]
/data1/zhaoshiyu/cocofun_normal/002961/snap_img_10009.jpeg	2	0	[[0.2572374641895294, 6.287035603236291e-07, 0.34786203503608704, 0.394899845123291]]	[[0.25170964002609253, 1.3835185086463753e-07, 0.7387550473213196, 0.009535128250718117]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10015.jpeg	1	2	[[0.04063529893755913, 0.2906680107116699, 0.6686964631080627, 2.519938391287724e-07]]	[[0.011681199073791504, 0.9019888043403625, 0.08632834255695343, 1.646882537897909e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10002.jpeg	0	2	[[1.1850313967443071e-05, 0.10605797171592712, 0.8939267992973328, 3.4139254694309784e-06]]	[[1.0752901289379224e-05, 0.5375426411628723, 0.4624291658401489, 1.7451884559704922e-05]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10009.jpeg	0	1	[[0.0011126009048894048, 0.04819956049323082, 0.950687825679779, 3.782744428804108e-08]]	[[0.001048694597557187, 0.3180552124977112, 0.6808921098709106, 3.953942268708488e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10011.jpeg	0	2	[[0.013685354962944984, 0.08710557222366333, 0.8992090821266174, 6.247903883149775e-08]]	[[0.002665937412530184, 0.9433848261833191, 0.05394808575510979, 1.1148623570989002e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10003.jpeg	0	1	[[1.2779226381098852e-05, 0.06726149469614029, 0.9327213764190674, 4.334234290581662e-06]]	[[4.888355306320591e-06, 0.4467409551143646, 0.553236722946167, 1.741686719469726e-05]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10013.jpeg	0	2	[[0.0710875615477562, 0.11283420771360397, 0.8160781860351562, 5.790583301745755e-08]]	[[0.055397678166627884, 0.6279374957084656, 0.3166626989841461, 2.079112618957879e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10007.jpeg	1	2	[[0.000722934550140053, 0.3613211512565613, 0.6379434466362, 1.2483053978940006e-05]]	[[0.0003021208685822785, 0.8285431265830994, 0.17106346786022186, 9.124774805968627e-05]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10006.jpeg	1	2	[[0.00010140590165974572, 0.3313148319721222, 0.6685808300971985, 2.9709610771533335e-06]]	[[1.1054798051191028e-05, 0.8469113111495972, 0.15306732058525085, 1.0344416295993142e-05]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10012.jpeg	1	2	[[0.021500853821635246, 0.4127979874610901, 0.5657007694244385, 3.244013271341828e-07]]	[[0.0006827634060755372, 0.974103569984436, 0.025213031098246574, 6.342227720779192e-07]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10005.jpeg	1	2	[[7.935245957924053e-05, 0.3743927478790283, 0.6255257725715637, 2.1716700757679064e-06]]	[[2.4207656679209322e-05, 0.737047016620636, 0.26291346549987793, 1.5270486983354203e-05]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10008.jpeg	0	1	[[0.00014861579984426498, 0.02072284370660782, 0.979128360748291, 1.5827060906303814e-07]]	[[0.0006195134483277798, 0.36837059259414673, 0.6310064196586609, 3.4864181088778423e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10010.jpeg	0	2	[[0.0007322655292227864, 0.14469055831432343, 0.8545770645141602, 1.2086887579698669e-07]]	[[0.0010531912557780743, 0.8462255001068115, 0.15271992981433868, 1.4180975540512009e-06]]
/data1/zhaoshiyu/cocofun_normal/001753/snap_img_10014.jpeg	1	2	[[0.038246650248765945, 0.26508453488349915, 0.6966686248779297, 1.4232658429591538e-07]]	[[0.015298656187951565, 0.8893908262252808, 0.09530884027481079, 1.6439141745649977e-06]]
/data1/zhaoshiyu/cocofun_normal/14010102306/000457.png	0	2	[[0.0006948540103621781, 0.13948673009872437, 0.8597720861434937, 4.623578934115358e-05]]	[[0.0038318922743201256, 0.5093725919723511, 0.48672613501548767, 6.938203296158463e-05]]
/data1/zhaoshiyu/cocofun_normal/14010102306/000600.png	0	2	[[0.0006948540103621781, 0.13948673009872437, 0.8597720861434937, 4.623578934115358e-05]]	[[0.0038318922743201256, 0.5093725919723511, 0.48672613501548767, 6.938203296158463e-05]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10004.jpeg	0	2	[[0.277314692735672, 1.3161359220248414e-06, 0.7217170596122742, 0.0009669399005360901]]	[[0.7323078513145447, 2.2314600300887832e-07, 0.2672545611858368, 0.00043728866148740053]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10003.jpeg	1	2	[[0.4593079686164856, 0.00448054913431406, 0.5362104177474976, 1.0300653912054258e-06]]	[[0.8549009561538696, 0.0007025539525784552, 0.14439639449119568, 2.0272713285862665e-08]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10006.jpeg	1	2	[[0.4743138253688812, 0.00017651758389547467, 0.5255047678947449, 4.891377557214582e-06]]	[[0.9239010810852051, 2.568410309322644e-05, 0.07607055455446243, 2.6094226086570416e-06]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10012.jpeg	0	2	[[0.18679548799991608, 1.1177455405686487e-08, 0.8132045269012451, 2.243077545927008e-08]]	[[0.5251800417900085, 6.188160400766307e-11, 0.47481998801231384, 2.2301557822679285e-10]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10001.jpeg	0	2	[[0.22468166053295135, 0.0011013047769665718, 0.774063766002655, 0.00015330656606238335]]	[[0.8526248931884766, 0.00010309776553185657, 0.14698824286460876, 0.000283741916064173]]
/data1/zhaoshiyu/cocofun_normal/000290/snap_img_10005.jpeg	0	2	[[0.29064926505088806, 6.414077506633475e-05, 0.709108293056488, 0.00017832657613325864]]	[[0.6123791337013245, 2.0740821128129028e-05, 0.3875988721847534, 1.3219843140177545e-06]]
/data1/zhaoshiyu/cocofun_normal/002399/snap_img_10014.jpeg	1	2	[[1.0605931410889724e-10, 0.47813743352890015, 0.5218624472618103, 1.4547478599524766e-07]]	[[9.059409222800241e-09, 0.594089925289154, 0.4059087634086609, 1.2692395330304862e-06]]
/data1/zhaoshiyu/cocofun_normal/000200/snap_img_10004.jpeg	1	0	[[0.11779261380434036, 2.266270485051791e-06, 0.6291341185569763, 0.25307101011276245]]	[[0.25481754541397095, 1.7866552298073657e-05, 0.7259275317192078, 0.019237039610743523]]
